time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.760000000000002,0.122716114071,-1.9618635455,17.6326355336,6.19470811579,6.21570512666,0.0,0.452912371522,-2.02041326062,4.90422819985,0.00572889670892,-0.0442498465431,0.0,421.5793337191251,422.2512801877268,423.02845398505974,422.748023813314
2.820000000000002,0.151213235355,-2.08490751296,17.9285930418,6.19505117993,6.21378159524,0.0,0.497183573819,-2.08102936518,4.9607222309,0.00569540328187,-0.0148727973328,0.0,447.76206043234794,450.14541774664076,448.4489866115829,448.4461672244285
2.880000000000002,0.182584502773,-2.21182522949,18.2306136534,6.19494276896,6.21355600706,0.0,0.548528674519,-2.14951586089,5.10593122148,-0.0243199648925,0.0123095899775,0.0,474.600494022974,476.682568213204,478.17708508191157,475.88480690135003
2.940000000000002,0.216705086145,-2.34244984558,18.5366203445,6.19351510377,6.21409731217,0.0,0.588765398554,-2.20479525911,5.09428836095,-0.0227636390741,0.00146613337021,0.0,429.35582407214036,428.4346050081118,428.97834710814845,429.1104191636633
3.000000000000002,0.253454574053,-2.47671169655,18.8451324522,6.19191644688,6.21397352934,0.0,0.636180243749,-2.27073838293,5.18893995486,-0.0358262352136,-0.0102697280787,0.0,462.06187869235777,461.1356544640167,464.1241207040189,463.09746549955906
3.0600000000000023,0.292949084355,-2.61483525093,19.1578261082,6.18994668806,6.2134849292,0.0,0.680332259474,-2.33358149657,5.2338858016,-0.0274247901719,-0.00419771028107,0.0,447.4374833210796,447.9317432478166,448.5471598655778,449.2286241255209
3.1200000000000023,0.335163373565,-2.75685700265,19.4741162474,6.1878282752,6.21331788646,0.0,0.726797095701,-2.40065067256,5.30867986599,-0.0598008880959,-9.66768131467e-05,0.0,457.3050355529875,457.6316973261776,460.1883728338944,457.61727240333767
3.1800000000000024,0.380169451264,-2.9029626923,19.7949217856,6.1839476141,6.21313905527,0.0,0.7733768327,-2.46989144905,5.3843496208,-0.0768472201408,-0.00948278712637,0.0,458.9271680189542,458.1814846129259,460.9182836737166,459.56586567350604
3.2400000000000024,0.427847392431,-3.05312921563,20.1184594017,6.17947679636,6.21291705899,0.0,0.81590390696,-2.53607792428,5.40002054856,-0.0702154746437,0.00589554310711,0.0,440.6656163706276,441.93530534909013,441.70520092772404,442.2474804203949
3.3000000000000025,0.477909110929,-3.20710458309,20.4405624113,6.1757611061,6.21384111537,0.0,0.852774673064,-2.59679956305,5.33693894591,-0.0490820686455,0.0296922015851,0.0,415.0793522160671,417.16286853951743,415.2541023351513,417.10100141599827
